id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0000516,Integrin alpha-L,DB00098,target,Humans,yes,antagonist,12586600,Q95460
BE0000846,T-lymphocyte activation antigen CD86,DB00098,target,Humans,yes,,12586600,P20701
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,DB00098,target,Humans,yes,binder,12586600,P42081
BE0003488,T-cell surface glycoprotein CD4,DB00098,target,Humans,yes,,12586600,P31994
BE0003575,Integrin beta-1,DB00098,target,Humans,yes,,12586600,P01730
BE0003576,Integrin alpha-V,DB00098,target,Humans,yes,,12586600,P05556
BE0001155,Integrin beta-3,DB00098,target,Humans,yes,,12586600,P06756
BE0000598,T-cell surface glycoprotein CD1a,DB00098,target,Humans,yes,,12586600,P05106
BE0000793,Granulocyte colony-stimulating factor receptor,DB00098,target,Humans,unknown,inhibitor,17139284,P06126
BE0000394,Neutrophil elastase,DB00099,target,Humans,yes,stimulator,17001306,Q99062
BE0000216,Coagulation factor X,DB00099,enzyme,Humans,unknown,substrate,26105553,P08246
BE0001021,Coagulation factor XI,DB00100,target,Humans,yes,activator,1391956,P00742
BE0000333,Coagulation factor VII,DB00100,target,Humans,yes,ligand,10593931,P03951
BE0000016,Coagulation factor VIII,DB00100,target,Humans,yes,ligand,10192655,P08709
BE0000048,Prothrombin,DB00100,target,Humans,yes,cofactor,11150722,P00451
BE0002110,Prolow-density lipoprotein receptor-related protein 1,DB00100,target,Humans,unknown,,10498586,P00734
BE0000403,Vitamin K-dependent gamma-carboxylase,DB00100,target,Humans,unknown,,17139284,Q07954
BE0000205,Platelet-derived growth factor receptor beta,DB00100,target,Humans,unknown,,14660587,P38435
BE0000852,Platelet-derived growth factor receptor alpha,DB00102,target,Humans,yes,,18686746,P09619
BE0000910,Alpha-2-macroglobulin,DB00102,target,Humans,unknown,,10070317,P16234
BE0004830,Globotriaosylceramide,DB00102,target,Humans,unknown,,1697862,P01023
BE0010008,Somatostatin receptor,DB00103,transporter,Humans,unknown,substrate,22768187,P20645
BE0002638,Cytochrome P450 3A4,DB00104,enzyme,Humans,unknown,inhibitor,10929949,P05164
BE0000530,Serum albumin,DB00104,enzyme,Humans,no,inhibitor,26052213,P08684
BE0001032,P-glycoprotein 1,DB00104,carrier,Humans,unknown,binder,,P02768
BE0001069,Canalicular multispecific organic anion transporter 1,DB00104,transporter,Humans,unknown,substrate,10694230,P08183
BE0000385,Interferon alpha/beta receptor 2,DB00104,transporter,Humans,unknown,substrate|inhibitor,10694230,Q92887
BE0000661,Interferon alpha/beta receptor 1,DB00105,target,Humans,yes,binder,17139284,P48551
BE0002433,Cytochrome P450 1A2,DB00105,target,Humans,yes,binder,17139284,P17181
BE0000203,Gonadotropin-releasing hormone receptor,DB00105,enzyme,Humans,unknown,inhibitor,12171873,P05177
BE0000844,Oxytocin receptor,DB00106,target,Humans,yes,antagonist,16985933,P30968
BE0002148,Prolyl endopeptidase,DB00107,target,Humans,yes,agonist,20108008,P30559
BE0010031,Leucyl-cystinyl aminopeptidase,DB00107,enzyme,Humans,unknown,substrate,11495689,P48147
BE0000751,Oxytocin-neurophysin 1,DB00107,enzyme,Humans,unknown,substrate,30253045,Q9UIQ6
BE0010032,Advanced glycosylation end product-specific receptor,DB00107,carrier,Humans,unknown,binder,17016423,P01178
BE0000590,Integrin alpha-4,DB00107,transporter,Humans,unknown,binder,32054984,Q15109
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,DB00108,target,Humans,yes,antibody,16268663,P13612
BE0001085,Intercellular adhesion molecule 1,DB00108,target,Humans,unknown,,29951887,O75015
BE0000710,High affinity immunoglobulin gamma Fc receptor I,DB00108,target,Humans,unknown,,11752352,P05362
BE0000398,Envelope glycoprotein,DB00108,target,Humans,unknown,,31002172,P12314
BE0003536,Cytochrome P450 2C19,DB00109,target,Human immunodeficiency virus 1,yes,,17139284,Q53I07
BE0003533,Cytochrome P450 2E1,DB00109,enzyme,Humans,unknown,substrate,15656696,P33261
BE0000686,Fusion glycoprotein F0,DB00109,enzyme,Humans,unknown,substrate,15656696,P05181
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,DB00110,target,Human respiratory syncytial virus B (strain 18537),yes,,20519399,P13843
BE0002093,Complement C1r subcomponent,DB00110,target,Humans,unknown,,24711420,O75015
BE0002094,Complement C1q subcomponent subunit A,DB00110,target,Humans,unknown,,24711420,P00736
BE0002095,Complement C1q subcomponent subunit B,DB00110,target,Humans,unknown,,24711420,P02745
BE0002096,Complement C1q subcomponent subunit C,DB00110,target,Humans,unknown,,24711420,P02746
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,DB00110,target,Humans,unknown,,24711420,P02747
BE0000710,High affinity immunoglobulin gamma Fc receptor I,DB00110,target,Humans,unknown,,24711420,P08637
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,DB00110,target,Humans,unknown,,24711420,P12314
BE0000658,Interleukin-2 receptor subunit alpha,DB00110,target,Humans,unknown,,24711420,P31994
BE0000651,Interleukin-2 receptor subunit beta,DB00111,target,Humans,yes,antibody,16304857,P01589
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,DB00111,target,Humans,yes,antibody,12372041,P14784
BE0002093,Complement C1r subcomponent,DB00111,target,Humans,unknown,,1835892,O75015
BE0002094,Complement C1q subcomponent subunit A,DB00111,target,Humans,unknown,,17139284,P00736
BE0002095,Complement C1q subcomponent subunit B,DB00111,target,Humans,unknown,,17139284,P02745
BE0002096,Complement C1q subcomponent subunit C,DB00111,target,Humans,unknown,,17139284,P02746
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,DB00111,target,Humans,unknown,,17139284,P02747
BE0000710,High affinity immunoglobulin gamma Fc receptor I,DB00111,target,Humans,unknown,,17139284,P08637
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,DB00111,target,Humans,unknown,,1828823,P12314
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,DB00111,target,Humans,unknown,,17139284,P12318
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,DB00111,target,Humans,unknown,,17139284,P31994
BE0000163,Vascular endothelial growth factor A,DB00111,target,Humans,unknown,,17139284,P31995
BE0002094,Complement C1q subcomponent subunit A,DB00112,target,Humans,yes,,11752352,P15692
BE0002095,Complement C1q subcomponent subunit B,DB00112,target,Humans,unknown,,15886877,P02745
BE0002096,Complement C1q subcomponent subunit C,DB00112,target,Humans,unknown,,15886877,P02746
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,DB00112,target,Humans,unknown,,15886877,P02747
BE0000710,High affinity immunoglobulin gamma Fc receptor I,DB00112,target,Humans,unknown,,15886877,P08637
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,DB00112,target,Humans,unknown,,15886877,P12314
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,DB00112,target,Humans,unknown,,15886877,P12318
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,DB00112,target,Humans,unknown,,15886877,P31994
BE0000107,Carcinoembryonic antigen-related cell adhesion molecule 1,DB00112,target,Humans,unknown,,15886877,P31995
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",DB00113,target,Humans,unknown,other/unknown,12865871,P13688
BE0000378,Glutamate decarboxylase 1,DB00114,target,Humans,unknown,cofactor,7592550,Q9BYV1
BE0000323,Cystathionine beta-synthase,DB00114,target,Humans,unknown,cofactor,15381280,Q99259
BE0000392,Kynureninase,DB00114,target,Humans,unknown,cofactor,11948191,P35520
BE0000331,"Serine hydroxymethyltransferase, cytosolic",DB00114,target,Humans,unknown,cofactor,14756555,Q16719
BE0000151,"Cysteine desulfurase, mitochondrial",DB00114,target,Humans,unknown,cofactor,7526359,P34896
BE0000529,"Aspartate aminotransferase, cytoplasmic",DB00114,target,Humans,unknown,cofactor,12119030,Q9Y697
BE0000424,"Ornithine aminotransferase, mitochondrial",DB00114,target,Humans,unknown,activator,11340119,P17174
BE0000404,Ornithine decarboxylase,DB00114,target,Humans,unknown,cofactor,10592235,P04181
BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",DB00114,target,Humans,unknown,cofactor,12672797,P11926
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",DB00114,target,Humans,unknown,cofactor,12126930,Q8N5Z0
BE0000181,Pyridoxine-5'-phosphate oxidase,DB00114,target,Humans,unknown,inhibitor,14534310,P80404
BE0000778,Sphingosine-1-phosphate lyase 1,DB00114,target,Humans,unknown,cofactor,16538088,Q9NVS9
BE0000692,Tyrosine aminotransferase,DB00114,target,Humans,unknown,cofactor,15522238,O95470
BE0000273,Kynurenine--oxoglutarate transaminase 1,DB00114,target,Humans,unknown,cofactor,16570355,P17735
BE0000007,"Glycogen phosphorylase, liver form",DB00114,target,Humans,unknown,cofactor,12167474,Q16773
BE0000079,Cysteine sulfinic acid decarboxylase,DB00114,target,Humans,unknown,cofactor,12782147,O15270
BE0000002,Histidine decarboxylase,DB00114,target,Humans,unknown,cofactor,15070923,Q9Y600
BE0000448,Arginine decarboxylase,DB00114,target,Humans,unknown,cofactor,12679420,P19113
BE0000164,L-serine dehydratase/L-threonine deaminase,DB00114,target,Humans,unknown,cofactor,11980912,Q96A70
BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",DB00114,target,Humans,unknown,cofactor,15689518,P20132
BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial",DB00114,target,Humans,unknown,cofactor,11318637,O75600
BE0000667,Alanine aminotransferase 1,DB00114,target,Humans,unknown,cofactor,15791207,P23378
BE0000603,Phosphoserine aminotransferase,DB00114,target,Humans,unknown,cofactor,14688239,P24298
BE0000409,"5-aminolevulinate synthase, nonspecific, mitochondrial",DB00114,target,Humans,unknown,cofactor,8695645,Q9Y617
BE0000316,Serine--pyruvate aminotransferase,DB00114,target,Humans,unknown,cofactor,7275938,P13196
BE0000278,Pyridoxal phosphate phosphatase,DB00114,target,Humans,unknown,cofactor,16971151,P21549
BE0000441,Serine palmitoyltransferase 1,DB00114,target,Humans,unknown,cofactor,14522954,Q96GD0
BE0000791,Cystathionine gamma-lyase,DB00114,target,Humans,unknown,cofactor,12782147,O15269
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",DB00114,target,Humans,unknown,cofactor,15184188,P32929
BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",DB00114,target,Humans,unknown,cofactor,12269802,P54687
BE0002149,Proline synthase co-transcribed bacterial homolog protein,DB00114,target,Humans,unknown,cofactor,12269802,O15382
BE0000383,"Aspartate aminotransferase, mitochondrial",DB00114,target,Humans,unknown,binder,31825581,O94903
BE0002150,"Glycogen phosphorylase, brain form",DB00114,target,Humans,unknown,cofactor,236311,P00505
BE0000916,"Glycogen phosphorylase, muscle form",DB00114,target,Humans,unknown,cofactor,7916624,P11216
BE0002151,Aromatic-L-amino-acid decarboxylase,DB00114,target,Humans,unknown,cofactor,12460107,P11217
BE0002152,Aspartate aminotransferase,DB00114,target,Humans,unknown,cofactor,6983619,P20711
BE0002154,Serine hydroxymethyltransferase,DB00114,target,Humans,unknown,cofactor,28232482,Q2TU84
BE0002155,Selenocysteine lyase variant,DB00114,target,Humans,unknown,cofactor,17918169,Q53ET4
BE0002156,Phosphorylase,DB00114,target,Humans,unknown,cofactor,15561708,Q59FK2
BE0002158,5-aminolevulinate synthase,DB00114,target,Humans,unknown,cofactor,4506097,Q59GM9
BE0002159,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",DB00114,target,Humans,unknown,cofactor,12699240,Q5JAM2
BE0002160,DDC protein,DB00114,target,Humans,unknown,cofactor,10978228,Q5VZ30
BE0002162,Kynurenine--oxoglutarate transaminase 3,DB00114,target,Humans,unknown,cofactor,15965967,Q6IBS8
BE0002163,Glutamate decarboxylase-like protein 1,DB00114,target,Humans,unknown,cofactor,27314340,Q6YP21
BE0004605,Selenocysteine lyase,DB00114,target,Humans,unknown,cofactor,23038267,Q6ZQY3
BE0004612,Immunoglobulin superfamily member 10,DB00114,target,Humans,unknown,cofactor,10592235,Q96I15
BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,DB00114,target,Humans,unknown,cofactor,10592235,Q6WRI0
BE0002165,"Glutamate decarboxylase 1 (Brain, 67kDa)",DB00114,target,Humans,unknown,cofactor,22241472,Q8IUZ5
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",DB00114,target,Humans,unknown,cofactor,16075246,Q8IVA8
BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",DB00114,target,Humans,unknown,cofactor,15865438,P34897
BE0002166,Alanine aminotransferase 2,DB00114,target,Humans,unknown,cofactor,12686158,P22557
BE0002167,Molybdenum cofactor sulfurase,DB00114,target,Humans,unknown,cofactor,241701,Q8TD30
BE0002168,Serine dehydratase-like,DB00114,target,Humans,unknown,cofactor,15561708,Q96EN8
BE0002170,Hepatic peroxysomal alanine:glyoxylate aminotransferase,DB00114,target,Humans,unknown,cofactor,18342636,Q96GA7
BE0000388,Serine racemase,DB00114,target,Humans,unknown,cofactor,21176891,Q9BXA1
BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,DB00114,target,Humans,unknown,cofactor,16289454,Q9GZT4
BE0002172,Serine palmitoyltransferase 3,DB00114,target,Humans,unknown,cofactor,17194211,Q9HD40
BE0002173,Glutamic acid decarboxylase,DB00114,target,Humans,unknown,cofactor,22616865,Q9NUV7
BE0002174,Alanine-glyoxylate aminotransferase homolog,DB00114,target,Humans,unknown,cofactor,12021103,Q9UGI5
BE0000734,Methionine synthase,DB00114,target,Humans,unknown,cofactor,12544342,Q9UJX1
BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",DB00115,target,Humans,yes,cofactor,19904199,Q99707
BE0000763,Methionine synthase reductase,DB00115,target,Humans,yes,cofactor,16281286,P22033
BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",DB00115,target,Humans,unknown,cofactor,15979034,Q9UBK8
BE0002175,Methylmalonic aciduria and homocystinuria type C protein,DB00115,target,Humans,unknown,binder,15523652,Q8IVH4
BE0002176,Methylenetetrahydrofolate reductase,DB00115,target,Humans,unknown,cofactor,16843692,Q9Y4U1
BE0000456,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",DB00115,target,Humans,unknown,cofactor,11979347,P42898
BE0002668,Bifunctional adenosylcobalamin biosynthesis protein CobU,DB00115,enzyme,Humans,unknown,substrate,16439175,Q96EY8
BE0009637,Pancreatic proteases,DB00115,enzyme,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,product of,30464241,Q05599
BE0000238,Transcobalamin-1,DB00115,transporter,Humans,unknown,substrate,16047053,Q9BXJ7
BE0000362,Transcobalamin-2,DB00115,transporter,Humans,unknown,substrate,17259255,P20061
BE0004690,Gastric intrinsic factor,DB00115,transporter,Humans,unknown,substrate,15640468,P20062
BE0000936,Cubilin,DB00115,transporter,Humans,unknown,substrate,15736970,P27352
BE0000942,Low-density lipoprotein receptor-related protein 2,DB00115,transporter,Humans,unknown,substrate,15736970,O60494
BE0000785,Multidrug resistance-associated protein 1,DB00115,transporter,Humans,unknown,,8710919,P98164
BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",DB00115,transporter,Humans,unknown,,23539619,P33527
BE0000268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",DB00116,target,Humans,unknown,cofactor,11323021,P11586
BE0000010,"Aminomethyltransferase, mitochondrial",DB00116,target,Humans,unknown,cofactor,12949177,P13995
BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,DB00116,target,Humans,unknown,cofactor,17139284,P48728
BE0000734,Methionine synthase,DB00116,target,Humans,unknown,cofactor,10395731,O75891
BE0000822,Formimidoyltransferase-cyclodeaminase,DB00116,target,Humans,unknown,cofactor,10978155,Q99707
BE0001240,Bifunctional purine biosynthesis protein PURH,DB00116,target,Humans,unknown,cofactor,9677387,O95954
BE0000331,"Serine hydroxymethyltransferase, cytosolic",DB00116,target,Humans,unknown,cofactor,12974624,P31939
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",DB00116,target,Humans,unknown,cofactor,10656824,P34896
BE0002176,Methylenetetrahydrofolate reductase,DB00116,target,Humans,unknown,cofactor,11386852,P34897
BE0002154,Serine hydroxymethyltransferase,DB00116,target,Humans,unknown,cofactor,10024094,P42898
BE0002177,"Methionyl-tRNA formyltransferase, mitochondrial",DB00116,target,Humans,unknown,cofactor,17139284,Q53ET4
BE0001069,Canalicular multispecific organic anion transporter 1,DB00116,target,Humans,unknown,cofactor,10781559,Q96DP5
BE0000002,Histidine decarboxylase,DB00116,transporter,Humans,unknown,inhibitor,9756510,Q92887
BE0000740,"Histidine--tRNA ligase, cytoplasmic",DB00117,target,Humans,unknown,,16790022,P19113
BE0000285,Sodium-coupled neutral amino acid transporter 3,DB00117,target,Humans,unknown,,17150756,P12081
BE0000086,Histidine ammonia-lyase,DB00117,target,Humans,unknown,,17139284,Q99624
BE0003654,Monocarboxylate transporter 10,DB00117,target,Humans,unknown,,17191848,P42357
BE0002089,Catechol O-methyltransferase,DB00117,transporter,Humans,unknown,substrate|inhibitor,11278508,Q8TF71
BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,DB00118,target,Humans,unknown,cofactor,20196537,P21964
BE0005015,Arsenite methyltransferase,DB00118,target,Humans,unknown,,18533109,Q8N1G2
BE0000372,Glycine N-methyltransferase,DB00118,target,Humans,unknown,,22955273,Q9HBK9
BE0000101,S-adenosylmethionine decarboxylase proenzyme,DB00118,target,Humans,unknown,cofactor,11435507,Q14749
BE0000304,S-adenosylmethionine synthase isoform type-2,DB00118,target,Humans,unknown,cofactor,12545203,P17707
BE0000323,Cystathionine beta-synthase,DB00118,target,Humans,unknown,cofactor,11596649,P31153
BE0000407,S-adenosylmethionine synthase isoform type-1,DB00118,target,Humans,unknown,activator,11524006,P35520
BE0000300,Spermidine synthase,DB00118,target,Humans,unknown,cofactor,11301045,Q00266
BE0003533,Cytochrome P450 2E1,DB00118,enzyme,Humans,unknown,substrate,11870804,P19623
BE0000449,Monocarboxylate transporter 4,DB00118,enzyme,Humans,unknown,inhibitor,15763544,P05181
BE0000178,Monocarboxylate transporter 8,DB00119,target,Humans,unknown,,16213084,O15427
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",DB00119,target,Humans,unknown,,16604139,P36021
BE0000386,Monocarboxylate transporter 6,DB00119,target,Humans,unknown,,17139284,Q9BYV1
