id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0000516,Integrin alpha-L,target,Humans,yes,antagonist,12586600,Q95460,drugbank
BE0000846,T-lymphocyte activation antigen CD86,target,Humans,yes,,12586600,P20701,drugbank
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,target,Humans,yes,binder,12586600,P42081,drugbank
BE0003488,T-cell surface glycoprotein CD4,target,Humans,yes,,12586600,P31994,drugbank
BE0003575,Integrin beta-1,target,Humans,yes,,12586600,P01730,drugbank
BE0003576,Integrin alpha-V,target,Humans,yes,,12586600,P05556,drugbank
BE0001155,Integrin beta-3,target,Humans,yes,,12586600,P06756,drugbank
BE0000598,T-cell surface glycoprotein CD1a,target,Humans,yes,,12586600,P05106,drugbank
BE0000793,Granulocyte colony-stimulating factor receptor,target,Humans,unknown,inhibitor,17139284,P06126,drugbank
BE0000394,Neutrophil elastase,target,Humans,yes,stimulator,17001306,Q99062,drugbank
BE0000216,Coagulation factor X,enzyme,Humans,unknown,substrate,26105553,P08246,drugbank
BE0001021,Coagulation factor XI,target,Humans,yes,activator,1391956,P00742,drugbank
BE0000333,Coagulation factor VII,target,Humans,yes,ligand,10593931,P03951,drugbank
BE0000016,Coagulation factor VIII,target,Humans,yes,ligand,10192655,P08709,drugbank
BE0000048,Prothrombin,target,Humans,yes,cofactor,11150722,P00451,drugbank
BE0002110,Prolow-density lipoprotein receptor-related protein 1,target,Humans,unknown,,10498586,P00734,drugbank
BE0000403,Vitamin K-dependent gamma-carboxylase,target,Humans,unknown,,17139284,Q07954,drugbank
BE0000205,Platelet-derived growth factor receptor beta,target,Humans,unknown,,14660587,P38435,drugbank
BE0000852,Platelet-derived growth factor receptor alpha,target,Humans,yes,,18686746,P09619,drugbank
BE0000910,Alpha-2-macroglobulin,target,Humans,unknown,,10070317,P16234,drugbank
BE0004830,Globotriaosylceramide,target,Humans,unknown,,1697862,P01023,drugbank
BE0010008,Somatostatin receptor,transporter,Humans,unknown,substrate,22768187,P20645,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,inhibitor,10929949,P05164,drugbank
BE0000530,Serum albumin,enzyme,Humans,no,inhibitor,26052213,P08684,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,unknown,binder,,P02768,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,transporter,Humans,unknown,substrate,10694230,P08183,drugbank
BE0000385,Interferon alpha/beta receptor 2,transporter,Humans,unknown,substrate|inhibitor,10694230,Q92887,drugbank
BE0000661,Interferon alpha/beta receptor 1,target,Humans,yes,binder,17139284,P48551,drugbank
BE0002433,Cytochrome P450 1A2,target,Humans,yes,binder,17139284,P17181,drugbank
BE0000203,Gonadotropin-releasing hormone receptor,enzyme,Humans,unknown,inhibitor,12171873,P05177,drugbank
BE0000844,Oxytocin receptor,target,Humans,yes,antagonist,16985933,P30968,drugbank
BE0002148,Prolyl endopeptidase,target,Humans,yes,agonist,20108008,P30559,drugbank
BE0010031,Leucyl-cystinyl aminopeptidase,enzyme,Humans,unknown,substrate,11495689,P48147,drugbank
BE0000751,Oxytocin-neurophysin 1,enzyme,Humans,unknown,substrate,30253045,Q9UIQ6,drugbank
BE0010032,Advanced glycosylation end product-specific receptor,carrier,Humans,unknown,binder,17016423,P01178,drugbank
BE0000590,Integrin alpha-4,transporter,Humans,unknown,binder,32054984,Q15109,drugbank
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,target,Humans,yes,antibody,16268663,P13612,drugbank
BE0001085,Intercellular adhesion molecule 1,target,Humans,unknown,,29951887,O75015,drugbank
BE0000710,High affinity immunoglobulin gamma Fc receptor I,target,Humans,unknown,,11752352,P05362,drugbank
BE0000398,Envelope glycoprotein,target,Humans,unknown,,31002172,P12314,drugbank
BE0003536,Cytochrome P450 2C19,target,Human immunodeficiency virus 1,yes,,17139284,Q53I07,drugbank
BE0003533,Cytochrome P450 2E1,enzyme,Humans,unknown,substrate,15656696,P33261,drugbank
BE0000686,Fusion glycoprotein F0,enzyme,Humans,unknown,substrate,15656696,P05181,drugbank
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,target,Human respiratory syncytial virus B (strain 18537),yes,,20519399,P13843,drugbank
BE0002093,Complement C1r subcomponent,target,Humans,unknown,,24711420,O75015,drugbank
BE0002094,Complement C1q subcomponent subunit A,target,Humans,unknown,,24711420,P00736,drugbank
BE0002095,Complement C1q subcomponent subunit B,target,Humans,unknown,,24711420,P02745,drugbank
BE0002096,Complement C1q subcomponent subunit C,target,Humans,unknown,,24711420,P02746,drugbank
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,target,Humans,unknown,,24711420,P02747,drugbank
BE0000710,High affinity immunoglobulin gamma Fc receptor I,target,Humans,unknown,,24711420,P08637,drugbank
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,target,Humans,unknown,,24711420,P12314,drugbank
BE0000658,Interleukin-2 receptor subunit alpha,target,Humans,unknown,,24711420,P31994,drugbank
BE0000651,Interleukin-2 receptor subunit beta,target,Humans,yes,antibody,16304857,P01589,drugbank
BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,target,Humans,yes,antibody,12372041,P14784,drugbank
BE0002093,Complement C1r subcomponent,target,Humans,unknown,,1835892,O75015,drugbank
BE0002094,Complement C1q subcomponent subunit A,target,Humans,unknown,,17139284,P00736,drugbank
BE0002095,Complement C1q subcomponent subunit B,target,Humans,unknown,,17139284,P02745,drugbank
BE0002096,Complement C1q subcomponent subunit C,target,Humans,unknown,,17139284,P02746,drugbank
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,target,Humans,unknown,,17139284,P02747,drugbank
BE0000710,High affinity immunoglobulin gamma Fc receptor I,target,Humans,unknown,,17139284,P08637,drugbank
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,target,Humans,unknown,,1828823,P12314,drugbank
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,target,Humans,unknown,,17139284,P12318,drugbank
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,target,Humans,unknown,,17139284,P31994,drugbank
BE0000163,Vascular endothelial growth factor A,target,Humans,unknown,,17139284,P31995,drugbank
BE0002094,Complement C1q subcomponent subunit A,target,Humans,yes,,11752352,P15692,drugbank
BE0002095,Complement C1q subcomponent subunit B,target,Humans,unknown,,15886877,P02745,drugbank
BE0002096,Complement C1q subcomponent subunit C,target,Humans,unknown,,15886877,P02746,drugbank
BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,target,Humans,unknown,,15886877,P02747,drugbank
BE0000710,High affinity immunoglobulin gamma Fc receptor I,target,Humans,unknown,,15886877,P08637,drugbank
BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,target,Humans,unknown,,15886877,P12314,drugbank
BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,target,Humans,unknown,,15886877,P12318,drugbank
BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,target,Humans,unknown,,15886877,P31994,drugbank
BE0000107,Carcinoembryonic antigen-related cell adhesion molecule 1,target,Humans,unknown,,15886877,P31995,drugbank
BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",target,Humans,unknown,other/unknown,12865871,P13688,drugbank
BE0000378,Glutamate decarboxylase 1,target,Humans,unknown,cofactor,7592550,Q9BYV1,drugbank
BE0000323,Cystathionine beta-synthase,target,Humans,unknown,cofactor,15381280,Q99259,drugbank
BE0000392,Kynureninase,target,Humans,unknown,cofactor,11948191,P35520,drugbank
BE0000331,"Serine hydroxymethyltransferase, cytosolic",target,Humans,unknown,cofactor,14756555,Q16719,drugbank
BE0000151,"Cysteine desulfurase, mitochondrial",target,Humans,unknown,cofactor,7526359,P34896,drugbank
BE0000529,"Aspartate aminotransferase, cytoplasmic",target,Humans,unknown,cofactor,12119030,Q9Y697,drugbank
BE0000424,"Ornithine aminotransferase, mitochondrial",target,Humans,unknown,activator,11340119,P17174,drugbank
BE0000404,Ornithine decarboxylase,target,Humans,unknown,cofactor,10592235,P04181,drugbank
BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",target,Humans,unknown,cofactor,12672797,P11926,drugbank
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",target,Humans,unknown,cofactor,12126930,Q8N5Z0,drugbank
BE0000181,Pyridoxine-5'-phosphate oxidase,target,Humans,unknown,inhibitor,14534310,P80404,drugbank
BE0000778,Sphingosine-1-phosphate lyase 1,target,Humans,unknown,cofactor,16538088,Q9NVS9,drugbank
BE0000692,Tyrosine aminotransferase,target,Humans,unknown,cofactor,15522238,O95470,drugbank
BE0000273,Kynurenine--oxoglutarate transaminase 1,target,Humans,unknown,cofactor,16570355,P17735,drugbank
BE0000007,"Glycogen phosphorylase, liver form",target,Humans,unknown,cofactor,12167474,Q16773,drugbank
BE0000079,Cysteine sulfinic acid decarboxylase,target,Humans,unknown,cofactor,12782147,O15270,drugbank
BE0000002,Histidine decarboxylase,target,Humans,unknown,cofactor,15070923,Q9Y600,drugbank
BE0000448,Arginine decarboxylase,target,Humans,unknown,cofactor,12679420,P19113,drugbank
BE0000164,L-serine dehydratase/L-threonine deaminase,target,Humans,unknown,cofactor,11980912,Q96A70,drugbank
BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",target,Humans,unknown,cofactor,15689518,P20132,drugbank
BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial",target,Humans,unknown,cofactor,11318637,O75600,drugbank
BE0000667,Alanine aminotransferase 1,target,Humans,unknown,cofactor,15791207,P23378,drugbank
BE0000603,Phosphoserine aminotransferase,target,Humans,unknown,cofactor,14688239,P24298,drugbank
BE0000409,"5-aminolevulinate synthase, nonspecific, mitochondrial",target,Humans,unknown,cofactor,8695645,Q9Y617,drugbank
BE0000316,Serine--pyruvate aminotransferase,target,Humans,unknown,cofactor,7275938,P13196,drugbank
BE0000278,Pyridoxal phosphate phosphatase,target,Humans,unknown,cofactor,16971151,P21549,drugbank
BE0000441,Serine palmitoyltransferase 1,target,Humans,unknown,cofactor,14522954,Q96GD0,drugbank
BE0000791,Cystathionine gamma-lyase,target,Humans,unknown,cofactor,12782147,O15269,drugbank
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",target,Humans,unknown,cofactor,15184188,P32929,drugbank
BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",target,Humans,unknown,cofactor,12269802,P54687,drugbank
BE0002149,Proline synthase co-transcribed bacterial homolog protein,target,Humans,unknown,cofactor,12269802,O15382,drugbank
BE0000383,"Aspartate aminotransferase, mitochondrial",target,Humans,unknown,binder,31825581,O94903,drugbank
BE0002150,"Glycogen phosphorylase, brain form",target,Humans,unknown,cofactor,236311,P00505,drugbank
BE0000916,"Glycogen phosphorylase, muscle form",target,Humans,unknown,cofactor,7916624,P11216,drugbank
BE0002151,Aromatic-L-amino-acid decarboxylase,target,Humans,unknown,cofactor,12460107,P11217,drugbank
BE0002152,Aspartate aminotransferase,target,Humans,unknown,cofactor,6983619,P20711,drugbank
BE0002154,Serine hydroxymethyltransferase,target,Humans,unknown,cofactor,28232482,Q2TU84,drugbank
BE0002155,Selenocysteine lyase variant,target,Humans,unknown,cofactor,17918169,Q53ET4,drugbank
BE0002156,Phosphorylase,target,Humans,unknown,cofactor,15561708,Q59FK2,drugbank
BE0002158,5-aminolevulinate synthase,target,Humans,unknown,cofactor,4506097,Q59GM9,drugbank
BE0002159,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",target,Humans,unknown,cofactor,12699240,Q5JAM2,drugbank
BE0002160,DDC protein,target,Humans,unknown,cofactor,10978228,Q5VZ30,drugbank
BE0002162,Kynurenine--oxoglutarate transaminase 3,target,Humans,unknown,cofactor,15965967,Q6IBS8,drugbank
BE0002163,Glutamate decarboxylase-like protein 1,target,Humans,unknown,cofactor,27314340,Q6YP21,drugbank
BE0004605,Selenocysteine lyase,target,Humans,unknown,cofactor,23038267,Q6ZQY3,drugbank
BE0004612,Immunoglobulin superfamily member 10,target,Humans,unknown,cofactor,10592235,Q96I15,drugbank
BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,target,Humans,unknown,cofactor,10592235,Q6WRI0,drugbank
BE0002165,"Glutamate decarboxylase 1 (Brain, 67kDa)",target,Humans,unknown,cofactor,22241472,Q8IUZ5,drugbank
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",target,Humans,unknown,cofactor,16075246,Q8IVA8,drugbank
BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",target,Humans,unknown,cofactor,15865438,P34897,drugbank
BE0002166,Alanine aminotransferase 2,target,Humans,unknown,cofactor,12686158,P22557,drugbank
BE0002167,Molybdenum cofactor sulfurase,target,Humans,unknown,cofactor,241701,Q8TD30,drugbank
BE0002168,Serine dehydratase-like,target,Humans,unknown,cofactor,15561708,Q96EN8,drugbank
BE0002170,Hepatic peroxysomal alanine:glyoxylate aminotransferase,target,Humans,unknown,cofactor,18342636,Q96GA7,drugbank
BE0000388,Serine racemase,target,Humans,unknown,cofactor,21176891,Q9BXA1,drugbank
BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,target,Humans,unknown,cofactor,16289454,Q9GZT4,drugbank
BE0002172,Serine palmitoyltransferase 3,target,Humans,unknown,cofactor,17194211,Q9HD40,drugbank
BE0002173,Glutamic acid decarboxylase,target,Humans,unknown,cofactor,22616865,Q9NUV7,drugbank
BE0002174,Alanine-glyoxylate aminotransferase homolog,target,Humans,unknown,cofactor,12021103,Q9UGI5,drugbank
BE0000734,Methionine synthase,target,Humans,unknown,cofactor,12544342,Q9UJX1,drugbank
BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",target,Humans,yes,cofactor,19904199,Q99707,drugbank
BE0000763,Methionine synthase reductase,target,Humans,yes,cofactor,16281286,P22033,drugbank
BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",target,Humans,unknown,cofactor,15979034,Q9UBK8,drugbank
BE0002175,Methylmalonic aciduria and homocystinuria type C protein,target,Humans,unknown,binder,15523652,Q8IVH4,drugbank
BE0002176,Methylenetetrahydrofolate reductase,target,Humans,unknown,cofactor,16843692,Q9Y4U1,drugbank
BE0000456,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",target,Humans,unknown,cofactor,11979347,P42898,drugbank
BE0002668,Bifunctional adenosylcobalamin biosynthesis protein CobU,enzyme,Humans,unknown,substrate,16439175,Q96EY8,drugbank
BE0009637,Pancreatic proteases,enzyme,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,product of,30464241,Q05599,drugbank
BE0000238,Transcobalamin-1,transporter,Humans,unknown,substrate,16047053,Q9BXJ7,drugbank
BE0000362,Transcobalamin-2,transporter,Humans,unknown,substrate,17259255,P20061,drugbank
BE0004690,Gastric intrinsic factor,transporter,Humans,unknown,substrate,15640468,P20062,drugbank
BE0000936,Cubilin,transporter,Humans,unknown,substrate,15736970,P27352,drugbank
BE0000942,Low-density lipoprotein receptor-related protein 2,transporter,Humans,unknown,substrate,15736970,O60494,drugbank
BE0000785,Multidrug resistance-associated protein 1,transporter,Humans,unknown,,8710919,P98164,drugbank
BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",transporter,Humans,unknown,,23539619,P33527,drugbank
BE0000268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",target,Humans,unknown,cofactor,11323021,P11586,drugbank
BE0000010,"Aminomethyltransferase, mitochondrial",target,Humans,unknown,cofactor,12949177,P13995,drugbank
BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,target,Humans,unknown,cofactor,17139284,P48728,drugbank
BE0000734,Methionine synthase,target,Humans,unknown,cofactor,10395731,O75891,drugbank
BE0000822,Formimidoyltransferase-cyclodeaminase,target,Humans,unknown,cofactor,10978155,Q99707,drugbank
BE0001240,Bifunctional purine biosynthesis protein PURH,target,Humans,unknown,cofactor,9677387,O95954,drugbank
BE0000331,"Serine hydroxymethyltransferase, cytosolic",target,Humans,unknown,cofactor,12974624,P31939,drugbank
BE0000292,"Serine hydroxymethyltransferase, mitochondrial",target,Humans,unknown,cofactor,10656824,P34896,drugbank
BE0002176,Methylenetetrahydrofolate reductase,target,Humans,unknown,cofactor,11386852,P34897,drugbank
BE0002154,Serine hydroxymethyltransferase,target,Humans,unknown,cofactor,10024094,P42898,drugbank
BE0002177,"Methionyl-tRNA formyltransferase, mitochondrial",target,Humans,unknown,cofactor,17139284,Q53ET4,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,target,Humans,unknown,cofactor,10781559,Q96DP5,drugbank
BE0000002,Histidine decarboxylase,transporter,Humans,unknown,inhibitor,9756510,Q92887,drugbank
BE0000740,"Histidine--tRNA ligase, cytoplasmic",target,Humans,unknown,,16790022,P19113,drugbank
BE0000285,Sodium-coupled neutral amino acid transporter 3,target,Humans,unknown,,17150756,P12081,drugbank
BE0000086,Histidine ammonia-lyase,target,Humans,unknown,,17139284,Q99624,drugbank
BE0003654,Monocarboxylate transporter 10,target,Humans,unknown,,17191848,P42357,drugbank
BE0002089,Catechol O-methyltransferase,transporter,Humans,unknown,substrate|inhibitor,11278508,Q8TF71,drugbank
BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,target,Humans,unknown,cofactor,20196537,P21964,drugbank
BE0005015,Arsenite methyltransferase,target,Humans,unknown,,18533109,Q8N1G2,drugbank
BE0000372,Glycine N-methyltransferase,target,Humans,unknown,,22955273,Q9HBK9,drugbank
BE0000101,S-adenosylmethionine decarboxylase proenzyme,target,Humans,unknown,cofactor,11435507,Q14749,drugbank
BE0000304,S-adenosylmethionine synthase isoform type-2,target,Humans,unknown,cofactor,12545203,P17707,drugbank
BE0000323,Cystathionine beta-synthase,target,Humans,unknown,cofactor,11596649,P31153,drugbank
BE0000407,S-adenosylmethionine synthase isoform type-1,target,Humans,unknown,activator,11524006,P35520,drugbank
BE0000300,Spermidine synthase,target,Humans,unknown,cofactor,11301045,Q00266,drugbank
BE0003533,Cytochrome P450 2E1,enzyme,Humans,unknown,substrate,11870804,P19623,drugbank
